c,subj,speed,movedur,mpowernet,minfunc,sumtorque,sumtorquerate,sumwork,sumworkrate,sumforceout,sumforcemus,sumstress,sumactstate,sumdrive,sumtorque2,sumtorquerate2,sumwork2,sumworkrate2,sumforceout2,sumforcemus2,sumstress2,sumactstate2,sumdrive2,sumumber,sumbhar,sumuch,sumlich,summarg,summine,sumhoud
3,2,4,0.848,59.5,1,1.9896,18.835,1.091,6.1286,55.12,2658.9,42053,0.32335,0.094185,3.5268,169.57,0.78838,26.256,43.296,66103,2.2926e+11,0.043921,0.056758,28.393,17.086,15.554,120.62,12.077,4.134e-05,54322
3,2,5,0.991,70.8,1,1.2259,12.043,0.48216,2.7371,35.436,1680.5,25520,0.25101,0.078269,1.5116,80.255,0.16162,6.0542,21.862,29361,9.8417e+10,0.027751,0.040651,25.706,13.732,10.808,104.64,5.8311,2.9946e-05,27549
3,2,6,1.17,42.5,1,0.77481,8.0117,0.23859,1.3477,23.015,1050.1,15545,0.18051,0.061305,0.67784,40.628,0.041174,1.5916,12.305,13641,4.7459e+10,0.016496,0.030482,22.316,10.926,7.6109,68.801,2.7729,2.5147e-05,14858
3,2,7,1.38,29.7,1,0.57128,6.5943,0.14164,0.896,17.1,776.4,12577,0.14717,0.05904,0.39694,27.722,0.014488,0.65609,7.2417,8030.3,3.3635e+10,0.011893,0.02974,21.721,10.383,6.8304,53.853,1.7112,2.303e-05,9563.9
3,3,2,0.577,147,1,5.3899,70.924,4.1067,36.39,101.35,7627.9,1.1597e+05,0.66526,0.18043,24.124,1986,11.251,862.55,98.426,5.4925e+05,1.1634e+12,0.16984,0.15218,45.896,38.586,40.311,262.45,49.375,7.6447e-05,3.0444e+05
3,3,3,0.69,67.6,1,3.6918,41.54,2.3128,17.102,70.736,5157.7,76023,0.56076,0.15535,11.142,677.01,3.5164,188.32,56.639,2.5085e+05,6.1819e+11,0.12432,0.11622,38.676,29.615,27.865,224.19,25.613,5.7529e-05,1.6976e+05
3,3,4,0.876,29.8,1,2.0428,19.975,0.87346,4.9237,42.191,2816.6,40140,0.41605,0.1098,3.38,170.2,0.45077,15.436,25.082,74637,2.2117e+11,0.071264,0.069047,30.819,19.435,16.007,178.44,9.6708,4.3655e-05,67951
3,3,5,1.07,38.6,1,1.1203,11.251,0.33963,1.8805,23.728,1536,22055,0.29716,0.080737,1.245,67.67,0.076498,2.7269,10.736,26904,8.3749e+10,0.041826,0.045136,25.155,14.109,10.147,131.55,3.8681,3.1417e-05,29840
3,3,6,1.25,5.01,1,0.75558,7.8986,0.17834,1.0089,16.138,1037.3,14476,0.24465,0.070238,0.60951,37.145,0.021037,0.78269,5.8179,13376,4.1114e+10,0.029657,0.038081,23.567,12.39,8.1878,112.35,2.0406,2.5785e-05,17448
3,3,7,1.43,3.8,1,0.59254,6.9197,0.11522,0.74288,13.502,812.76,11371,0.21847,0.069307,0.39281,29.663,0.0087343,0.42583,4.5952,8588.3,2.8402e+10,0.025306,0.036501,23.667,12.078,7.6215,98.232,1.3105,2.4306e-05,12399
3,4,2,0.629,28.4,1,4.0363,49.818,3.4554,27.737,114.93,5601.5,85356,0.47571,0.15782,14.997,1082.2,9.0102,565.02,146.1,2.9228e+05,6.7091e+11,0.088869,0.11915,41.11,31.041,34.486,171.24,40.212,6.8872e-05,1.702e+05
3,4,3,0.69,20.1,1,3.3785,37.724,2.5025,17.999,92.68,4621,66075,0.43841,0.14352,9.6774,578.4,4.2853,215.75,96.539,1.8678e+05,4.5059e+11,0.073334,0.097166,38.383,26.705,28.044,161.36,28.652,5.4026e-05,1.2504e+05
3,4,4,0.864,4.21,1,1.7538,17.136,0.84344,4.6315,51.055,2378.3,35076,0.30767,0.095341,2.7077,131.51,0.44126,13.851,38.527,52346,1.594e+11,0.039242,0.055142,29.081,16.589,14.398,118.14,9.4255,3.9948e-05,47600
3,4,5,1.07,-1.15,1,1.0322,10.324,0.3649,1.9974,31.554,1386,20311,0.23125,0.072139,1.0513,55.376,0.085829,2.8518,17.641,20192,6.4975e+10,0.023708,0.037513,24.931,12.577,9.4813,93.094,4.1587,2.9504e-05,22420
3,4,6,1.32,17.8,1,0.57823,6.513,0.14964,0.93395,17.612,790.85,12027,0.14565,0.058675,0.39629,27.378,0.016696,0.75854,7.5257,8341.8,3.4552e+10,0.011232,0.029268,21.695,10.388,6.8242,49.901,1.8754,2.1789e-05,9450.4
3,4,7,1.48,12.8,1,0.47756,5.6786,0.11036,0.73867,14.3,667.34,9022.7,0.13456,0.055447,0.29214,23.097,0.0093718,0.53047,5.4607,6177.5,2.2434e+10,0.009789,0.026301,21.211,9.8387,6.187,49.993,1.3661,2.0585e-05,7634.4
3,5,2,0.586,180,1,5.5709,72.614,4.912,43.017,137.21,7784.8,1.247e+05,0.60071,0.17837,27.521,2174.2,18.11,1330.4,187.73,5.6253e+05,1.3171e+12,0.13282,0.14947,45.867,37.696,42.587,214.63,53.468,7.5014e-05,2.8615e+05
3,5,3,0.693,97.9,1,3.7589,43.09,2.592,19.16,86.164,5177.9,83447,0.4951,0.15022,12.27,744.11,4.7354,244.44,85.938,2.4635e+05,6.8038e+11,0.093676,0.11161,38.056,28.28,28.582,172.66,27.863,6.3805e-05,1.5447e+05
3,5,4,0.895,72.5,1,1.7179,17.061,0.72695,4.0219,40.147,2328.6,35076,0.31807,0.093904,2.7507,134.98,0.34339,10.865,25.206,53687,1.5977e+11,0.042318,0.055752,27.611,16.277,13.66,124.93,8.1597,4.1692e-05,48000
3,5,5,1.08,49,1,1.1552,11.599,0.37872,2.1393,26.929,1570.7,21667,0.2766,0.080166,1.3076,72.226,0.092545,3.3782,13.537,26070,7.59e+10,0.031318,0.045096,25.525,14.043,10.424,118.04,4.412,3.3384e-05,27335
3,5,6,1.25,57,1,0.68016,7.4789,0.16984,1.0452,17.545,933.23,13464,0.20076,0.068481,0.55061,35.587,0.020525,0.85614,6.7544,10889,3.4296e+10,0.018351,0.034911,23.42,11.984,7.9645,87.975,2.0628,2.6082e-05,13344
3,5,7,1.46,54.1,1,0.52147,6.3637,0.10708,0.73162,13.47,709.69,10006,0.17634,0.063307,0.34195,26.516,0.0084596,0.44577,4.7876,6891.2,2.2033e+10,0.01509,0.032176,22.268,11.085,6.9822,71.934,1.2599,2.3345e-05,9602.7
3,6,2,0.635,54.1,1,4.5561,54.608,3.9251,31.158,125.36,6339.5,98026,0.53505,0.16809,17.429,1179.7,10.672,656.75,160.49,3.4544e+05,8.7383e+11,0.1027,0.12899,44.171,34.438,37.916,196.32,45.562,6.3021e-05,1.9635e+05
3,6,3,0.702,27.9,1,3.3462,36.994,2.3307,16.478,83.781,4602.9,71691,0.45114,0.14323,9.4724,543.28,3.6063,169.9,80.433,1.8484e+05,5.0703e+11,0.075549,0.097809,37.717,26.575,27.076,165.86,26.043,5.7621e-05,1.2358e+05
3,6,4,0.829,31.5,1,1.9742,19.165,1.0085,5.6612,51.802,2699.7,40929,0.34145,0.10419,3.2751,142.44,0.61421,17.43,38.731,63376,1.9929e+11,0.045688,0.060449,30.346,18.158,16.206,126.81,11.13,4.4516e-05,54312
3,6,5,0.999,19.2,1,1.2424,12.543,0.44143,2.4365,35.348,1679.8,23099,0.26396,0.08598,1.4045,70.696,0.12063,3.4537,19.921,26751,8.0449e+10,0.027883,0.045864,27.873,14.766,11.323,104.18,5.0656,3.5749e-05,28463
3,6,6,1.16,2.46,1,0.88248,8.7742,0.26734,1.4762,25.315,1214.2,16707,0.22426,0.071712,0.77524,42.581,0.04637,1.5573,11.692,15365,4.8888e+10,0.021274,0.036097,25.047,12.637,8.9624,89.018,3.1702,3.0096e-05,18341
3,6,7,1.29,6.16,1,0.68871,7.08,0.18543,1.0127,19.505,945.57,14342,0.19472,0.066479,0.48099,27.69,0.022398,0.70993,7.7388,9746.5,3.7031e+10,0.016688,0.033205,23.899,11.736,7.8206,79.233,2.1281,2.639e-05,12498
3,7,2,0.541,122,1,6.4351,84.348,6.6399,59.267,192.01,9090.4,1.3767e+05,0.65307,0.19801,33.755,2744.3,29.732,2286.8,323.18,6.8745e+05,1.5206e+12,0.14493,0.16667,53.909,46.043,54.103,238.84,75.703,8.1679e-05,3.3855e+05
3,7,3,0.667,54.4,1,3.7831,43.204,2.7977,20.636,96.11,5176.9,76686,0.47835,0.14875,12.018,728.9,5.1761,267.08,97.809,2.3729e+05,5.9381e+11,0.08457,0.10857,39.12,29.17,29.997,176.77,31.157,5.7249e-05,1.5191e+05
3,7,4,0.87,37,1,1.6399,16.03,0.76183,4.2328,45.029,2240.1,34324,0.3068,0.093354,2.5465,116.75,0.3805,11.523,31.3,50118,1.5616e+11,0.03893,0.053554,28.003,16.404,13.852,121.66,8.7331,3.6968e-05,46176
3,7,5,1.05,7.63,1,0.96901,10.202,0.31224,1.8591,28.182,1329.6,19063,0.23666,0.077363,0.99657,53.784,0.066433,2.4145,14.041,19564,5.7911e+10,0.023605,0.039648,25.563,13.445,9.7274,96.682,3.7661,3.0539e-05,21729
3,7,6,1.23,27.5,1,0.69349,7.6374,0.17953,1.0832,20.713,939.97,13372,0.19579,0.066657,0.55271,35.464,0.023087,0.92032,9.2446,10898,3.3168e+10,0.017864,0.033924,23.593,11.736,7.8944,78.084,2.1337,2.6225e-05,13836
3,7,7,1.41,4.67,1,0.53503,6.3275,0.11804,0.77728,14.926,731.9,9924.5,0.17228,0.064236,0.33352,24.242,0.0091535,0.49306,5.5576,6810.1,2.1859e+10,0.014017,0.031744,23.219,11.244,7.2037,67.473,1.3779,2.3954e-05,9078.8
3,8,2,0.584,123,1,4.8082,60.203,4.0249,33.441,129.49,6685.8,94814,0.55356,0.18084,18.424,1385.5,10.678,714.48,151.51,3.5948e+05,7.7306e+11,0.10558,0.14132,46.425,35.99,40.013,201.74,46.513,6.7624e-05,2.0805e+05
3,8,3,0.661,79.9,1,3.6643,42.794,2.778,20.854,95.605,5055.6,79412,0.46368,0.14911,11.481,741.7,5.2851,290.36,99.183,2.2073e+05,5.8699e+11,0.08058,0.10866,38.719,28.183,29.975,164.43,30.637,6.3382e-05,1.405e+05
3,8,4,0.831,35.1,1,1.9446,18.651,0.98062,5.5226,51.382,2665,41302,0.34016,0.10452,3.3212,156.2,0.61097,19.424,36.58,62512,2.038e+11,0.045209,0.060318,30.732,18.236,16.122,121.99,11.126,4.735e-05,53496
3,8,5,0.982,47.2,1,1.2918,12.187,0.52168,2.7205,36.422,1751.3,24878,0.26583,0.080825,1.6102,74.865,0.17701,5.1173,21.721,30524,9.5005e+10,0.029511,0.043962,26.282,14.174,11.233,107.98,5.7948,3.5976e-05,30872
3,8,6,1.15,12.8,1,0.88791,8.9415,0.26674,1.4911,24.887,1202.5,15775,0.22034,0.070537,0.80376,43.946,0.048114,1.6246,11.699,15528,4.424e+10,0.020796,0.036467,25.082,12.588,8.8788,89.719,3.1458,2.9815e-05,18232
3,8,7,1.27,38.6,1,0.66883,7.1023,0.17441,1.0166,20.366,919.98,12508,0.18453,0.065369,0.49622,30.414,0.022964,0.843,8.238,9952.6,3.2536e+10,0.015203,0.033296,23.877,11.775,7.7853,73.812,2.1622,2.6033e-05,12343
4,1,2,0.628,94.8,1,5.5028,66.904,4.4408,34.67,168.3,7469.4,1.1245e+05,0.54072,0.16558,27.995,1989.3,14.539,889.82,308.54,5.1461e+05,1.2309e+12,0.11815,0.12941,44.675,34.735,40.771,197.73,53.597,6.3093e-05,2.5585e+05
4,1,3,0.73,53.9,1,4.0957,43.102,2.9318,19.703,124.03,5581.1,88849,0.46061,0.1415,15.45,845.73,6.2255,277.91,197.5,2.8581e+05,8.578e+11,0.088428,0.095215,38.33,27.177,29.303,176.73,33.116,5.4455e-05,1.6335e+05
4,1,4,0.894,21,1,2.4296,23.239,1.2325,6.6659,75.885,3299,52177,0.35449,0.10312,5.4556,252.23,1.0075,30.59,89.193,1.0081e+05,3.5478e+11,0.054246,0.062488,30.457,18.389,16.942,143.81,13.841,4.3437e-05,74247
4,1,5,1.03,28.5,1,1.5896,15.821,0.61875,3.3027,56.461,2131.4,31282,0.28102,0.087078,2.5087,130.37,0.2473,7.3227,56.351,45939,1.5394e+11,0.035829,0.047921,27.735,14.937,11.961,110.98,6.7151,3.8168e-05,40678
4,1,6,1.2,9.57,1,1.0902,10.619,0.34484,1.7891,34.832,1458.8,22329,0.2063,0.065941,1.2941,73.741,0.081523,2.8146,26.369,25256,9.7156e+10,0.021835,0.035337,23.303,11.669,8.5552,81.116,3.7546,2.8586e-05,24671
4,1,7,1.38,6.3,1,0.86956,8.8183,0.24356,1.2583,29.014,1156.9,17896,0.1788,0.06228,0.84025,53.218,0.039163,1.3959,19.396,16610,6.8268e+10,0.017096,0.03171,22.886,11.011,7.4691,67.08,2.5501,2.6763e-05,16913
4,2,2,0.562,295,1,9.5097,120.7,9.9768,86.471,316.27,13118,2.1788e+05,0.77464,0.21173,75.452,5908.2,68.801,5229.3,903.79,1.4563e+06,3.6966e+12,0.2047,0.185,61.653,53.241,68.419,271.79,106.92,9.264e-05,5.7518e+05
4,2,3,0.637,146,1,6.1055,73.543,4.9803,39.412,171.68,8386.4,1.3494e+05,0.58938,0.17684,33.282,2294.3,18.447,1146.7,313.64,6.3779e+05,1.6557e+12,0.13137,0.14254,46.315,36.601,43.523,209.2,56.748,7.3593e-05,3.0793e+05
4,2,4,0.831,91.4,1,3.1844,30.417,1.7367,9.7474,93.896,4300.6,61075,0.43402,0.12464,8.6625,434.71,1.8527,64.411,118.11,1.6229e+05,4.8591e+11,0.070556,0.078526,35.076,22.338,21.536,161.53,19.307,5.6942e-05,1.096e+05
4,2,5,0.951,95.2,1,2.2361,21.959,0.97417,5.3865,62.627,2976.5,46644,0.34297,0.10104,5.0148,271.53,0.6369,23.44,62.695,93717,3.1329e+11,0.049301,0.060818,29.554,17.391,15.365,130.96,10.857,4.557e-05,71271
4,2,6,1.23,24.4,1,1.0451,10.961,0.30386,1.7444,32.516,1401.5,22223,0.22319,0.071043,1.295,78.95,0.067074,2.6764,22.819,24359,8.8484e+10,0.024267,0.038476,24.022,12.301,8.8789,82.584,3.5709,3.2407e-05,23954
4,2,7,1.37,46.8,1,0.8582,9.6212,0.21151,1.265,27.109,1151.1,16526,0.20191,0.06724,0.91483,62.663,0.031976,1.399,17.327,17469,5.8081e+10,0.019853,0.035234,23.595,11.597,7.9514,76.747,2.4256,3.0095e-05,17856
4,3,2,0.612,119,1,7.8043,100.3,5.503,47.4,150.32,10936,1.6194e+05,0.80881,0.20578,49.211,3834,19.538,1407.1,221.48,1.1037e+06,2.2448e+12,0.23414,0.17883,52.83,45.135,49.52,316.02,66.067,8.4065e-05,5.1771e+05
4,3,3,0.679,70.4,1,5.6901,65.717,3.5705,27.116,106.95,7940.6,1.1001e+05,0.68431,0.17625,27.485,1772.2,8.4745,478.1,130.73,6.207e+05,1.3205e+12,0.1805,0.14502,43.06,35.4,35.826,263.48,39.546,7.0488e-05,3.376e+05
4,3,4,0.871,64.6,1,3.1233,30.347,1.3625,7.8667,61.187,4284.7,61060,0.50696,0.12807,8.3077,441.72,1.1329,43.835,53.072,1.8356e+05,5.0535e+11,0.10537,0.084184,33.786,22.909,20.018,215.82,15.44,5.1763e-05,1.3452e+05
4,3,5,1.06,40.8,1,1.7678,17.883,0.55329,3.1385,38.848,2436.1,37535,0.37592,0.096836,3.0861,174.93,0.20687,7.8897,26.462,67829,2.2462e+11,0.061488,0.059018,27.785,16.843,12.861,171.65,6.5342,3.7882e-05,61381
4,3,6,1.25,21.8,1,1.1921,12.392,0.28866,1.6521,27.543,1638.6,22058,0.31547,0.083219,1.5287,95,0.05796,2.3254,15.765,33640,9.6212e+10,0.044776,0.047543,26.037,14.477,9.954,141.52,3.3951,3.3037e-05,35605
4,3,7,1.38,18.5,1,0.94979,10.041,0.19875,1.1648,21.818,1312.2,18427,0.2753,0.076078,1.0231,68.185,0.028233,1.2581,10.865,22577,7.1023e+10,0.036851,0.04281,24.605,13.209,8.8355,126.4,2.37,2.9497e-05,25737
4,4,2,0.604,130,1,7.6003,96.5,7.1998,59.765,224.48,10487,1.4918e+05,0.66532,0.19287,51.182,3935.8,36.901,2509.1,503.1,9.9328e+05,2.0132e+12,0.16063,0.16247,53.261,44.044,55.295,242.9,80.538,7.2383e-05,4.3353e+05
4,4,3,0.724,26,1,4.4075,47.087,2.9577,19.761,126.18,5950.4,91575,0.49427,0.14248,17.761,983.6,6.1795,271.45,199.58,3.3613e+05,9.0526e+11,0.096123,0.099767,38.019,26.984,29.408,175.26,32.541,6.3315e-05,1.9162e+05
4,4,4,0.878,2.65,1,2.6353,25.66,1.249,6.8667,76.541,3563.1,51631,0.4017,0.11453,5.9595,289.24,0.96278,31.293,82.97,1.127e+05,3.5034e+11,0.059799,0.070503,33.092,19.952,18.189,149.37,14.067,5.0361e-05,84986
4,4,5,1.09,2.4,1,1.4644,14.398,0.48093,2.509,44.443,1968.7,29026,0.28049,0.081071,2.1738,118.77,0.15056,4.9042,37.233,40983,1.3441e+11,0.0335,0.044762,26.331,13.898,10.827,112.88,5.3955,3.5885e-05,37881
4,4,6,1.27,4.19,1,1.0143,10.222,0.26774,1.4672,32.352,1349.2,20467,0.2214,0.06607,1.1772,72.594,0.050443,1.927,24.365,22115,7.9471e+10,0.023582,0.035543,23.164,11.58,8.2202,82.893,3.0539,3.0894e-05,22884
4,4,7,1.44,0.623,1,0.778,8.3712,0.17975,1.0862,24.238,1061.6,15532,0.18991,0.063365,0.74188,51.521,0.024019,1.1876,14.318,14483,5.5686e+10,0.017349,0.032082,23.103,11.062,7.3756,70.894,2.072,2.7857e-05,15931
4,5,2,0.676,146,1,6.7121,79.986,5.1809,40.17,173.24,9312.5,1.5319e+05,0.68997,0.19137,38.329,2501.8,18.637,1075.6,320.87,7.7168e+05,2.137e+12,0.16228,0.1571,49.755,40.346,44.861,239.89,57,8.5547e-05,3.6687e+05
4,5,3,0.727,115,1,5.6617,62.31,3.9819,28.473,132.96,7794.3,1.1653e+05,0.61484,0.17293,27.732,1576.1,10.845,528.94,205.44,5.5954e+05,1.415e+12,0.13561,0.13361,43.538,34.008,36.79,223.76,41.455,7.6044e-05,2.9022e+05
4,5,4,0.908,43.8,1,2.6729,25.601,1.1522,6.3273,64.992,3612.4,54588,0.41079,0.11016,6.7468,337.64,0.85621,29.49,66.964,1.3083e+05,4.0654e+11,0.066597,0.067057,30.955,19.302,17.081,157.72,12.929,5.1446e-05,94148
4,5,5,1.07,44.3,1,1.7055,17.011,0.54646,3.0143,42.937,2292,35019,0.33095,0.08971,2.9704,163.84,0.1954,6.7634,35.59,57505,1.8849e+11,0.045275,0.051337,26.945,15.276,12.086,129.44,6.3105,4.1547e-05,48878
4,5,6,1.24,38.9,1,1.1154,11.59,0.28437,1.6252,30.084,1514,21802,0.2656,0.077607,1.3848,86.526,0.056888,2.2393,20.324,27689,8.7792e+10,0.030143,0.043292,24.951,13.486,9.4967,113.35,3.4099,3.2418e-05,27385
4,5,7,1.41,24.3,1,0.8512,9.5552,0.18361,1.1331,24.083,1148.3,17484,0.22477,0.071412,0.88811,65.418,0.023403,1.1943,13.68,17598,6.1441e+10,0.023132,0.037735,24.083,12.293,8.1905,88.283,2.1368,3.0007e-05,19757
4,6,2,0.603,122,1,6.6191,82.203,5.5205,45.322,174.38,9194.4,1.4814e+05,0.63469,0.18231,39.388,2874.9,21.319,1374.3,319.89,7.6435e+05,1.9417e+12,0.14737,0.15201,48.42,39.707,47.541,225.85,64.357,7.7423e-05,3.5281e+05
4,6,3,0.692,71.7,1,5.3897,60.45,3.8657,27.798,140.59,7396.2,1.1205e+05,0.57565,0.16776,24.653,1455.1,10.072,494.65,222.43,4.7599e+05,1.2688e+12,0.11899,0.12776,42.927,32.619,36.445,202.23,41.561,7.6724e-05,2.5115e+05
4,6,4,0.843,21.6,1,2.8534,27.224,1.3715,7.529,73.925,3865.8,60234,0.40666,0.11774,7.1931,312.61,1.1831,33.401,76.844,1.3747e+05,4.4885e+11,0.063272,0.073035,32.769,20.44,18.967,148.04,14.822,5.4804e-05,98460
4,6,5,1,22.1,1,1.7804,17.969,0.61354,3.426,50.314,2380.7,36503,0.31029,0.092256,3.1797,157.29,0.2441,7.4741,41.972,59671,1.9683e+11,0.039655,0.054022,27.797,15.86,12.812,116.46,7.1006,4.2736e-05,50444
4,6,6,1.16,21.7,1,1.3606,13.987,0.40609,2.2789,40.395,1830.1,26378,0.28293,0.084677,1.8466,105.55,0.10547,3.6043,30.4,35576,1.1371e+11,0.032112,0.046913,27.274,14.555,10.774,116.79,4.6718,3.7381e-05,34461
4,6,7,1.36,11.4,1,0.90774,9.9725,0.21765,1.2756,28.769,1238.5,16884,0.21997,0.071102,0.94838,67.135,0.032661,1.4183,18.794,18796,5.9031e+10,0.021208,0.037292,24.657,12.318,8.3896,88.043,2.5664,3.1129e-05,19806
4,7,2,0.599,171,1,8.0865,100.41,7.1845,59.129,225.25,11169,1.7226e+05,0.72021,0.2027,54.969,4006.3,34.272,2239.6,479.01,1.0863e+06,2.5475e+12,0.17781,0.17257,54.514,46.341,55.7,266.56,77.956,7.9074e-05,4.8147e+05
4,7,3,0.67,92.7,1,5.3007,58.267,3.7109,26.187,145.2,7285.2,1.0396e+05,0.58137,0.16734,23.3,1328.7,8.89,425.47,230.67,4.5739e+05,1.1105e+12,0.11856,0.12463,43.486,33.121,35.881,213.03,40.557,7.0062e-05,2.5223e+05
4,7,4,0.854,51.6,1,2.5814,25.159,1.134,6.2054,71.736,3478.9,52182,0.38723,0.11062,6.0135,269.13,0.76237,20.823,77.769,1.1641e+05,3.5444e+11,0.058786,0.068253,31.214,19.283,17.154,147.25,12.156,4.9899e-05,88655
4,7,5,1.04,32.4,1,1.5822,16.4,0.54647,3.12,49.512,2155.4,32916,0.29628,0.091914,2.5389,132.04,0.20209,6.4213,41.873,49346,1.6901e+11,0.037376,0.052992,27.759,15.752,12.384,113.31,6.1972,4.1056e-05,43619
4,7,6,1.23,47.2,1,1.0413,10.853,0.26253,1.4863,32.121,1392.4,20523,0.23665,0.069982,1.2927,81.683,0.049161,1.9806,22.269,24864,7.8903e+10,0.025242,0.037529,23.828,12.189,8.623,97.737,3.0083,3.1618e-05,26377
4,7,7,1.39,29.4,1,0.77932,8.8054,0.16642,1.031,23.071,1046.5,15132,0.2049,0.072381,0.73542,51.588,0.019352,0.87909,12.856,14432,4.8794e+10,0.019541,0.03867,24.426,12.423,8.2629,82.548,1.9311,2.8335e-05,17301
4,8,2,0.607,126,1,7.0928,88.173,6.0205,48.876,200.12,9836.5,1.3767e+05,0.66936,0.19944,41.636,3056.2,23.478,1489.1,383.96,8.182e+05,1.6997e+12,0.15346,0.16483,52.699,42.972,51.382,241.66,69.896,8.2067e-05,3.8718e+05
4,8,3,0.686,91.1,1,5.0928,54.925,3.6249,25.107,140.91,6984.2,1.0367e+05,0.55442,0.16617,21.462,1192.1,8.4891,392.33,221.01,4.1303e+05,1.0667e+12,0.1104,0.12059,42.956,32.007,35.148,202.19,39.481,7.0225e-05,2.3113e+05
4,8,4,0.831,68.8,1,3.1445,30.048,1.6609,9.3639,87.922,4196.2,61717,0.41917,0.11789,8.8666,426.4,1.7525,56.897,112.17,1.6514e+05,4.9735e+11,0.068981,0.074433,32.69,21.229,20.333,154.5,17.792,5.5395e-05,1.1135e+05
4,8,5,0.999,42.8,1,1.7074,16.403,0.62621,3.3036,49.403,2295.3,34075,0.30551,0.088612,3.0026,147.96,0.27108,8.1382,43.006,56610,1.7866e+11,0.039841,0.05103,27.1,15.197,12.408,119.3,7.0349,4.0409e-05,48978
4,8,6,1.16,32.9,1,1.226,12.224,0.35622,1.9135,36.476,1638.6,23945,0.2574,0.075704,1.6477,92.22,0.086622,2.7124,26.763,31023,9.7922e+10,0.029062,0.041485,25.176,13.152,9.6618,95.815,4.012,3.7539e-05,29888
4,8,7,1.31,31.1,1,0.9807,10.125,0.24947,1.3777,28.933,1324,19596,0.22819,0.070342,1.1272,67.076,0.04466,1.4834,17.878,21508,7.2618e+10,0.023753,0.039478,24.016,12.352,8.5102,83.572,2.8115,3.4184e-05,22748
1,1,2,0.581,41,2,0.6029,7.965,0.69245,6.2242,15.345,634.84,12838,0.12349,0.063529,0.49088,41.07,0.57255,44.356,2.8537,8707.1,3.5287e+10,0.016822,0.03462,24.423,13.82,10.068,53.6,6.4742,1.3482e-05,5467.7
1,1,3,0.645,14.9,2,0.49083,5.8822,0.50078,4.0311,11.971,514.43,9654.7,0.11424,0.053506,0.3207,22.129,0.30045,18.652,1.9608,5713.3,2.3297e+10,0.014829,0.027038,22.874,11.974,8.1528,47.936,4.6457,1.1969e-05,3983.9
1,1,4,0.85,22.3,2,0.22664,2.2275,0.13842,0.78998,5.9793,238.19,4578,0.084054,0.0327,0.06599,2.926,0.020359,0.59539,0.64146,1164.7,6.6746e+09,0.0087439,0.013405,18.776,8.0488,4.152,34.159,1.3319,9.0902e-06,1370.6
1,1,5,0.995,3.13,2,0.13788,1.4359,0.058008,0.33159,3.9758,146.65,2618.3,0.070975,0.028946,0.025307,1.2483,0.0034089,0.090604,0.34078,442.83,2.5633e+09,0.0065268,0.011073,18.171,7.299,3.2767,27.558,0.58677,7.7351e-06,714.77
1,1,6,1.23,30,2,0.088772,0.9993,0.02855,0.18493,2.3745,95.706,1813.8,0.056461,0.024927,0.012297,0.79895,0.00092408,0.042154,0.13452,218.02,1.354e+09,0.004429,0.0089646,17.165,6.7836,2.6927,24.275,0.31746,6.2492e-06,418.81
1,1,7,1.38,23,2,0.071577,0.89942,0.019464,0.14563,1.8738,77.335,1392,0.056631,0.024175,0.0079801,0.69234,0.00043702,0.028359,0.12537,140.88,9.153e+08,0.0044446,0.0088748,16.573,6.4986,2.4842,21.777,0.22643,6.497e-06,331.15
1,2,2,0.544,154,2,0.86519,11.981,0.97926,9.2708,19.989,928.97,16770,0.15317,0.079057,0.9763,88.167,1.1348,96.621,4.4701,17595,6.3022e+10,0.021851,0.048032,27.813,17.341,13.373,54.329,10.159,1.8053e-05,8643.8
1,2,3,0.616,54,2,0.63496,7.9673,0.5878,4.9124,14.443,674.41,12522,0.13171,0.064589,0.51315,38.695,0.39372,26.651,2.432,9135,3.6825e+10,0.016674,0.034585,25.685,14.28,10.054,47.982,6.3601,1.6986e-05,5340
1,2,4,0.821,31.5,2,0.30546,3.1039,0.18871,1.1661,7.7918,323.57,6649.5,0.09508,0.03955,0.12666,7.2523,0.041536,1.8033,1.0414,2237.3,1.3196e+10,0.0099252,0.017461,19.601,9.1355,5.2408,36.184,2.0528,1.1806e-05,1997.8
1,2,5,1.05,42.1,2,0.17215,2.0483,0.074053,0.52019,4.5572,184.43,3506.6,0.074095,0.031422,0.04753,3.2884,0.0068762,0.35472,0.45755,831.43,4.3633e+09,0.0065652,0.012672,17.695,7.7068,3.6904,28.821,0.84951,8.7187e-06,931.22
1,2,6,1.17,55.5,2,0.11801,1.3629,0.04225,0.28912,3.321,127.33,2535.5,0.060311,0.025947,0.026291,1.7357,0.0026481,0.13393,0.25029,471.08,2.9274e+09,0.0045604,0.0097249,16.295,6.6793,2.9246,24.023,0.50294,7.3171e-06,554.34
1,2,7,1.35,37.2,2,0.094126,1.1821,0.027998,0.20497,2.9198,103.34,1932.4,0.059267,0.025632,0.015255,1.2839,0.0009355,0.059235,0.25789,276.62,1.7949e+09,0.0046984,0.0092996,16.59,6.6019,2.7344,22.485,0.33341,7.2898e-06,464.35
1,3,2,0.558,65,2,1.121,15.122,1.0687,9.7987,18.825,1360.7,21843,0.20764,0.087898,1.543,137.17,1.2537,102.84,4.3533,32009,9.9382e+10,0.027645,0.059323,27.964,19.32,15.85,72.002,12.26,2.2044e-05,12802
